Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Power BI: Formação Básica (2021),"Descubra como obter insights rapidamente de seus dados usando o Power BI. Esse formidável conjunto de ferramentas pode ajudá-lo a criar e compartilhar visualizações com mais eficácia com outras pessoas em sua organização. Esse curso o ajudará a começar a usar esse poderoso conjunto de ferramentas. Começamos abordando o Power BI Serviço baseado na web, explicando como importar dados, criar visualizações bem como organizá-las em relatórios, como fixar visualizações em painéis para compartilhamento com outras pessoas e como fazer perguntas sobre seus dados com o Power BI P&R. Além do Power BI Serviço, também teremos uma visão geral sobre o Power BI Desktop e o Power BI para celulares.",Course,2023-10-31 19:14 UTC,N/A,false,N/A,
Outlook 2016: Formação Básica,"Neste curso, você aprenderá a navegar pelas suas mensagens de e-mail, calendário e contatos no Microsoft Outlook 2016. O curso começa com um tour da interface e mostra como se conectar a uma grande variedade de e-mails e contas de cloud, incluindo contas IMAP e POP, iCloud e OneDrive, e até mesmo RSS feeds. Você também verá como ler e organizar e-mail, compor novos e-mails, trabalhar com anexos e lidar com lixo eletrônico. O curso também abrange a criação de novos contatos e o uso do calendário.",Course,2019-11-16 20:16 UTC,N/A,false,N/A,
Fundamentos de Liderança (2018),"Deseja desenvolver qualidades de liderança que ajudem você a inspirar sua equipe, gerenciar com sucesso mudanças e conflitos e atender melhor às necessidades de sua organização? Neste curso, a consultora de liderança e diretora de formação e desenvolvimento do Lynda.com, Britt Andreatta, explica como é a verdadeira liderança, como avaliar seus pontos fortes e maneiras de desenvolver as qualidades que os melhores líderes utilizam para tornar suas organizações sólidas e inovadoras. O curso inclui informações sobre o desenvolvimento e a orientação de sua equipe e como criar um local de trabalho envolvente, desenvolver sua habilidade política, analisar o setor e aprimorar sua inteligência emocional.",Course,2019-12-03 10:19 UTC,N/A,false,N/A,
Princípios Básicos para Novos Cargos de Gestão,"Nesse curso, o especialista em gestão e liderança Todd Dewett dá dicas para você estabelecer sua identidade como líder, relacionar-se com a equipe e tornar-se um gerente iniciante bem-sucedido. Saiba como sobreviver aos primeiros 30 dias, criar confiança, facilitar reuniões efetivas e desenvolver autoridade. O curso prepara você para suas responsabilidades no trabalho e eleva seu valor para a organização, melhorando a efetividade operacional.",Course,2019-06-28 22:36 UTC,N/A,false,N/A,
Pensamento Crítico,"Pensamento crítico é a capacidade de pensar de forma reflexiva e independente para tomar decisões informadas. Concentrando-se em questões de causa raiz, o pensamento crítico ajuda a evitar futuros problemas que podem resultar de suas ações. Neste curso, o instrutor e especialista em liderança Mike Figliuolo descreve uma série de técnicas para ajudar a desenvolver suas habilidades de pensamento crítico. Ele revela como definir o problema a ser resolvido e, em seguida, oferece uma série de ferramentas de pensamento crítico, como transformar o modelo comercial, perguntar os 5 ""porquês"", perguntar os 7 ""e daí?"", usar a regra 80/20 e muito mais. Ele também proporciona orientações para desenvolver essa habilidade em toda a equipe.",Course,2019-11-15 20:37 UTC,N/A,false,N/A,
Power Apps: Formação Básica,"A transformação digital acelerada impacta modelos de negócios e modos de trabalho. A revolução dos citizen developers ou desenvolvedores cidadãos é força motriz para o futuro do trabalho, cada vez mais baseado em tecnologia. Pessoas de qualquer profissão podem e devem aprender a utilizar plataformas de zero código ou baixo código (low-code) para desenvolver aplicativos e solucionar problemas. Neste curso, você vai aprender a criar aplicativos de negócios utilizando Microsoft Power Apps, uma plataforma low-code que não exige conhecimentos sobre linguagens de programação ou desenvolvimento de software. O futuro do trabalho exige novas competências e você vai dar os primeiros passos neste curso.",Course,2022-05-02 18:11 UTC,N/A,false,N/A,
Como Desenvolver suas Competências de Mentoria,"Tornar-se um mentor permite compartilhar sua sabedoria e conhecimento com alguém menos experiente. Os mentores também se beneficiam. Estudos mostram que eles têm mais promoções e ganham acima dos que não são mentores. Mas existem algumas orientações importantes a considerar antes de iniciar esse relacionamento mutuamente benéfico. Nesse curso, a professora Ellen Ensher, autora do livro Power Mentoring, explica como conhecer o mentorando, compartilha o que fazer e o que evitar para uma adequada autorrevelação, e ajuda você a desenvolver uma estrutura e agenda para cada reunião de mentoria.
Ela também oferece orientação para criar confiança e química, fornecer feedback e ajudar o mentorando a tomar decisões críticas de carreira e trabalho e tornar-se resiliente diante de desafios. Ela ajuda você a enfrentar os obstáculos comuns, incluindo mentorandos que não atendem às expectativas ou violam a confiança, e explica como sair do relacionamento com classe.",Course,2019-10-11 21:39 UTC,N/A,false,N/A,
Eleven Tips for the .NET Developer,"This course from Learn-it Labs offers a deep dive into advanced .NET development techniques aimed at improving your coding workflows and application performance. Join instructor Walt Ritscher as he shows you how to distribute your applications efficiently and effectively. Learn how to manage single file deployment, manipulate and flatten sequences with LINQ's SelectMany, extend the functionality of the DateOnly type, transform data into more readable formats, return read-only collections safely, construct path strings for Linux and Windows, create fake data for testing, and more. Additionally, you'll learn to implement a version endpoint for web APIs, count Unicode characters correctly, and determine shared key values with LINQ's ToLookup method. By the end of this course, you will have mastered practical techniques to enhance your .NET applications and data manipulation methods.",Course,2025-09-03 22:45 UTC,N/A,false,N/A,
Mulheres na Liderança: Como Promover Líderes Inclusivas e Inovadoras,"A liderança feminina é tema iminente para todos e deve ser pauta, além do ambiente corporativo, no universo de quem produz e investe. Neste curso vamos desvendar o cenário e contexto das mulheres no aspecto da liderança e como podemos promover espaços estratégicos mais inclusivos, inovadores e lucrativos. Iremos entender o contexto global e local, as principais barreiras e obstáculos enfrentados e como ambientes diversos proporcionam mais criatividade, inovação e lucratividade.  Vamos entender a importância da representatividade e como e por onde começar.",Course,2022-05-13 13:45 UTC,N/A,false,N/A,
Reuniões,"Dependendo da forma como for conduzida, uma reunião pode prejudicar a produtividade ou estimular a elaboração de soluções criativas. Neste curso, saiba como fazer suas reuniões valerem a pena. Acompanhe Chris Croft em um guia prático passo a passo para organizar e facilitar reuniões, explorando uma grande diversidade de assuntos, desde a escolha do formato da reunião — virtual ou presencial — até a utilização de recursos visuais. O apresentador também explica como enfrentar problemas comuns nas reuniões — por exemplo, como gerenciar conflitos e lidar com quem chega atrasado — e ajuda você a criar regras básicas para evitar o aparecimento de problemas. Chris finaliza o curso abordando as especificidades das reuniões virtuais. Com o trabalho à distância se tornando cada vez mais comum, saiba como aproveitar ao máximo a tecnologia disponível e incentivar a participação integral quando todos os participantes não estiverem na mesma sala.",Course,2019-11-16 09:08 UTC,N/A,false,N/A,
Como Melhorar o Foco,"Em nosso mundo agitado, a gestão de tempo sozinha não é suficiente. Para aumentar a eficiência, é preciso melhorar o foco e gerenciar sua agenda. Neste curso, o especialista em produtividade e autor de um best-seller, Dave Crenshaw, ajuda você a desenvolver habilidades críticas que evitarão as distrações diárias e manterão seu foco no que é mais valioso. Organize seu espaço digital e físico para fortalecer a concentração, descobrir maneiras de manter sua mente na tarefa e proteger suas relações — tanto no trabalho quanto em casa —, colocando o foco no que é mais importante.",Course,2019-10-11 17:20 UTC,N/A,false,N/A,
Fundamentos da Melhoria de Processos,"O objetivo da gestão é fazer melhorias, não só nos produtos e serviços, mas também no processo todo. O difícil é saber o que precisa melhorar e, depois, se as intervenções realizadas tiveram um impacto positivo. Este curso fornece uma visão geral das ferramentas básicas usadas na melhoria de processos, como o controle estatístico de processos, e como usar essas ferramentas para melhorar os três aspectos mais críticos do processo de negócios: tempo, qualidade e custo. Chris Croft extrai as melhores práticas das abordagens para melhoria de processos, como a Mentalidade Enxuta e o Seis Sigma, combinando-as em lições que ajudarão você a observar a essência do seu negócio, avaliá-la e aprimorá-la.",Course,2019-11-30 02:20 UTC,N/A,false,N/A,
PostgreSQL Essential Training,"<p>PostgreSQL is trusted with mission critical information by some of the biggest companies in the world. It’s also highly flexible, which makes it a great choice for data science researchers, educators, nonprofit organizations, and businesses of all sizes. In this course, Adam Wilbert, who has spent the last decade helping people take their first steps in the world of relational databases, introduces you to PostgreSQL. Adam demonstrates how to set up your own server and create a customized relational database. He shows you the features of PostgreSQL that protect your data from unauthorized access, ensure that it’s accurate, and simplify the process of querying information so that you can make actionable decisions. PostgreSQL is a powerful, robust platform. Get started learning how it works!</p>",Course,2023-11-03 17:02 UTC,N/A,false,N/A,
Arquitetura de Software: Introdução aos Padrões de Projeto,"Descubra o potencial dos padrões de projeto para criar sistemas de software. Neste curso, você conhecerá os principais padrões de projeto utilizados na arquitetura de software e como aplicá-los para criar sistemas robustos, adotando boas práticas e usando soluções comprovadas no setor. Passo a passo, você descobrirá as bases conceituais dos padrões de projeto de arquitetura e aprenderá como eles funcionam, como resolver problemas comuns ao implementá-los e como identificar o padrão perfeito.",Course,2022-01-04 22:23 UTC,N/A,false,N/A,
Gestão de Profissionais de Alto Potencial,"Ao gerenciar funcionários de alto potencial, você tem a oportunidade de abrir o caminho para alguns dos melhores talentos de sua organização. Altos potenciais são os funcionários com maior probabilidade de serem promovidos − e ter sucesso − em funções de liderança. Ajudando estrategicamente esses profissionais a desenvolver e expandir suas responsabilidades, você pode ter um impacto significativo no futuro de sua organização. Neste curso, a especialista em liderança Sara Canaday ajuda a compreender as perspectivas e motivações dos profissionais de alto potencial e, com esses conhecimentos, você poderá atender às expectativas deles e fornecer o nível adequado de apoio e desenvolvimento de que precisam.",Course,2021-02-26 12:16 UTC,N/A,false,N/A,
Como Criar Equipes de Alto Desempenho,"Equipes de alto desempenho são essenciais para manter a vantagem competitiva de uma organização. Essas equipes mostram, consistentemente, altos níveis de colaboração e inovação, e superam seus pares. Nesse curso, o autor e especialista em formação de lideranças, Mike Figliuolo, mostra como criar e liderar equipes que fazem mais por suas organizações. Aprenda os sete elementos de uma equipe de alto desempenho e as técnicas necessárias para definir a direção, obter e utilizar os recursos certos, priorizar o trabalho, motivar os funcionários e ajudar os membros da equipe a desenvolver seus pontos fortes individuais.",Course,2019-11-10 13:05 UTC,N/A,false,N/A,
Excel para Iniciantes: Tabelas Dinâmicas,"Este curso foi preparado para que você possa ter uma ótima base de conhecimento para criação e uso das tabelas dinâmicas. Este recurso sem dúvida é um dos melhores disponibilizados pela Microsoft no Excel e dará a você total liberdade para criar visões diversificadas dos seus dados, gerando informações que permitirão uma análise completa e rápida. ",Course,2021-04-21 10:58 UTC,N/A,false,N/A,
Microsoft Project for the Web: Reporting with Power BI,"Create clearer, more visually compelling project reports using Power BI, the data visualization tool included with Office. In this course, John Riopel, PMP, gives project management professionals a crash course in Power BI, explaining how it can be used to create more robust project reports. John starts with the basics, explaining the main components of Power BI and showing you how to work with tables, filter the right data using slicers, and format a basic report. Next, John covers more intermediate features of Power BI, such as using samples and content packs, working with measures, and using conditional formatting. Finally, John explains how to work with advanced features, like creating and fine-tuning dashboards in Power BI, merging datasets, and adding custom visuals to your report.",Course,2024-01-02 23:08 UTC,N/A,false,N/A,
Gestão Ágil no Trabalho: Retrospectivas Ágeis para a Melhoria de Processos,"Uma retrospectiva ágil permite que as equipes melhorem continuamente e reforcem os relacionamentos. Essa prática simples faz com que os colaboradores se afastem dos desafios cotidianos da entrega do produto, se concentrando na equipe. “O que estamos fazendo bem?”, “O que podemos melhorar?”. As respostas a essas perguntas ajudam a equipe a adotar uma mentalidade mais ágil. Elas serão auto-organizadas e mais produtivas, fazendo verificações durante o projeto, não ao concluí-lo. Neste curso, Doug Rose, especialista em métodos ágeis, apresenta as cinco fases de uma retrospectiva útil: definir o rumo certo, identificar todos os problemas, reunir ideias da equipe, tomar decisões e, por fim, implementar mudanças. Ele usa o diagrama de estrela-do-mar e a retrospectiva PANCAKE para identificar desafios e áreas de melhoria, mostrando como encerrar uma retrospectiva com itens de ação claros.
Assista ao curso e descubra técnicas ágeis de gestão para avaliar seus projetos atuais e colocá-los no caminho certo. Conheça outros cursos sobre gestão ágil de projetos da série Gestão Ágil no Trabalho, acessando a página de Doug Rose no LinkedIn Learning.",Course,2022-04-22 12:44 UTC,N/A,false,N/A,
Python: Formação Básica,"Python é uma das linguagens de programação mais utilizadas do mundo e com isso, oferece diversas oportunidades profissionais. Neste curso, a instrutora e analista de dados, Ana Cecília Vieira te dará as ferramentas neccessárias para iniciar no aprendizado de Python. Comece pela sintaxe básica da linguagem, entendendo como tipos e valores estão relacionados a objetos em Python e como usar as estruturas de controle, condicionais, loops e funções, além de conceitos introdutórios de Programação orientada a objetos, e exemplos de como trabalhar com arquivos, módulos, threads e processos. Isso tudo com exercícios e desafios práticos para que você possa praticar e aplicar em seus projetos.",Course,2023-09-04 23:57 UTC,N/A,false,N/A,
Fundamentos de Programação: Bancos de Dados,"Uma vez que você passar dos básicos da programação, você certamente precisará de um banco de dados. Bancos de dados fornecem uma estrutura consistente e organizada para armazenar e recuperar grandes quantidades de dados. Eles permitem que você crie aplicativos mais complexos que podem por exemplo, receber pedidos, processar pagamentos, fazer recomendações, autenticar usuários e muito mais. Este curso fornece os básicos necessários para você começar a criar e usar bancos de dados. Explore a terminologia: formas normais, ACID, CRUD, integridade referencial, transações, registros e tabelas. Aprenda o papel das chaves primárias e valores exclusivos em um modelo relacional. Aprenda como projetar o sistema ideal para conter seus dados, começando pelas tabelas e seus relacionamentos. Descubra como escrever consultas para extrair os dados necessários. Veja como manipular as diferentes demandas de armazenamento, acesso, desempenho e segurança. O instrutor Lucas Longo fornece exemplos práticos e explicações claras que ajudarão você a projetar bancos de dados que podem suportar as necessidades de seus aplicativos, dados e usuários.",Course,2021-02-21 15:20 UTC,N/A,false,N/A,
Descubra o SQL,"SQL (Structured Query Language) é a linguagem padrão para manipular dados em bancos de dados relacionais, como SQL Server, Oracle, MySQL, MariaDB e PostgreSQL. 
Este curso tem como objetivo te conduzir na descoberta desta linguagem tão fantástica e tão amplamente usada.
Saiba como buscar, ordenar, agrupar, classificar, alterar, deletar e incluir dados no seu banco de dados. 
Sua meta, portanto, é que você compreenda a linguagem SQL e não apenas decore os comandos mais conhecidos como o SELECT, INSERT, DELETE, UPDATE!",Course,2021-08-22 19:43 UTC,N/A,false,N/A,
Liderança com Inovação,"Nenhuma organização sobrevive sem inovação. Grandes ou pequenas, novas ou antigas, com ou sem fins lucrativos, todas as organizações precisam continuar a se transformar para ter êxito. Mas como você mantém a inovação contínua? Os especialistas em estratégia Anil Gupta e Haiyan Wang descrevem a lógica central da inovação e como os líderes de muitas companhias e organizações sem fins lucrativos — incluindo Apple, Amazon, Google e Khan Academy — estimulam a inovação sem perder o controle. Eles descrevem as várias formas — incluindo Design Thinking, startups enxutas e inovação colaborativa — pelas quais qualquer organização pode inovar. Mostram, ainda, como as organizações podem mudar as regras do jogo ao redefinir os clientes-alvo, repensar a proposta de valor para o cliente e/ou reestruturar a cadeia de valor. E discutem os “porquês” e “comos” da transformação digital e da inovação social. Use estas estratégias para descobrir novos caminhos para a inovação em sua organização. ",Course,2021-12-21 19:38 UTC,N/A,false,N/A,
Descubra a Linguagem de Programação R,"Cada dia mais empresas se apoiam em dados para tomar decisões e melhorar os seus produtos. R é uma linguagem de programação gratuita, de código aberto, voltada para ciência de dados e está entre as ferramentas mais utilizadas para análise e manipulação de dados por profissionais da área. Aprenda o básico de R e inicie a sua jornada no mundo dos dados, com a instrutora e especialista em ciência de dados Jessica Temporal. As aulas vão te ensinar os primeiros passos com R, incluindo como instalar a linguagem e a ferramenta RStudio, assim como utilizar diversos pacotes da vasta biblioteca de  pacotes disponível. Você vai ver em primeira mão como fazer modelagem de dados, visualizações e análises estatísticas. Após terminar o curso, você vai ter um conhecimento básico, mas completo do poder e da flexibilidade de R, e entender como aproveitar essa ferramenta para explorar e analisar uma variedade  de dados.",Course,2023-10-19 12:32 UTC,N/A,false,N/A,
SQL: Data Reporting and Analysis,"Do you rely on IT to get the data you need? Are you often stuck waiting in line for data, and wish you could just retrieve it yourself? In this course, learn how to get the data you want by writing a bit of SQL code. You won't just be able to pull data out of the database, you'll be able to manipulate it—merging it, grouping it, and relabeling it to get just the report you want. Join Emma Saunders as she shows how to write simple SQL queries for data reporting and analysis using a publicly accessible online database. Learn how to filter, group, and sort data, using built-in SQL functions to format or calculate results. Discover how to perform more complex queries, such as joining data together from different database tables. Last but not least, she introduces views, procedures, functions, and variables.",Course,2023-01-11 22:36 UTC,N/A,false,N/A,
SQL Server no Excel: Uma Visão Aprofundada,"Este curso apresentará conceitos essenciais sobre o banco de dados da Microsoft - o SQL Server - e como utilizá-lo no Excel, buscando informações e fazendo análises diretamente na consulta. Com o uso de técnicas de manipulação dos dados (Transaction SQL), podemos aproveitar ao máximo o uso de um Sistema de Gerenciamento de Banco de Dados (SGBD)  para controlar nossos dados e facilitar a extração de informações. Com dicas de realização do ETL (Extract, Transform and Load ou Extrair, Transformar e Carregar), vamos tratar os dados na origem utilizando o suplemento Power Query do Excel, consultando diretamente os dados que estão armazenados nas tabelas do SQL Server.",Course,2022-02-26 01:27 UTC,N/A,false,N/A,
Como se Comunicar com Confiança,"Muitas pessoas têm medo de falar em público, mas a comunicação oral efetiva é uma habilidade fundamental nos negócios. Jeff Ansell fornece ferramentas, estratégias e dicas de comunicação simples, que são fáceis de usar e geram resultados imediatos. Ele ajudará você a parecer mais confiante, usar seu corpo e a linguagem para expressar melhor as ideias e superar a ansiedade. No último capítulo do curso, todos esses conceitos são reunidos em dois exercícios reais de coaching, que ajudarão você a ver as técnicas na prática.",Course,2018-09-20 18:19 UTC,N/A,false,N/A,
Mulheres na Tecnologia: Como Romper a Barreira de Gênero,"Inicie-se na tecnologia rompendo a barreira de gênero. Desenvolva competências para mitigar a desigualdade, ganhar visibilidade, construir uma rede, escolher os projetos certos e abrir caminho para mudanças. A série <i>Mulheres na Tecnologia</i> tem como objetivo ajudar mulheres que desejem trabalhar <i>e</i> permanecer no setor de tecnologia. Neste minicurso, Lori Mackenzie, professora da Stanford Graduate School of Business e diretora executiva do Clayman Institute for Gender Research, explica o que as mulheres podem fazer para romper o preconceito implícito e explícito e sair na frente. Com estas dicas, você pode começar sua carreira com tudo — e transformar o setor de tecnologia de dentro para fora.",Course,2022-01-11 22:30 UTC,N/A,false,N/A,
Como Usar o Pensamento Crítico para Refinar o Julgamento e a Tomada de Decisões,"O ritmo das mudanças e o volume de informações que encontramos no dia a dia tornam difícil refletir sobre as decisões. Então, as pessoas costumam confiar em vieses e regras práticas, que as levam a tirarem conclusões erradas. As equipes mais bem-sucedidas usam o pensamento crítico — análise objetiva e racional — para chegarem às conclusões mais sábias. O objetivo deste curso é preparar líderes para que aprimorem as competências de pensamento crítico de suas organizações. Saiba como melhorar o pensamento crítico para evitar enganos, identificar vieses cognitivos, criar melhores argumentos, e aprimorar o julgamento e a tomada de decisões. A instrutora Becki Saltzman desenvolve competências que vão melhorar a forma como sua organização ou equipe inova, enfrenta desafios e responde às mudanças.",Course,2022-03-22 16:05 UTC,N/A,false,N/A,
Diversidade e Inclusão em uma Empresa Global,"Encontrar maneiras de efetivamente liderar as estratégias de diversidade é visto como o grande desafio para os líderes de hoje em dia, especialmente quando se considera a complexidade de uma força de trabalho global. Junte-se a Stefanie Johnson neste curso para conhecer os benefícios da diversidade e as maneiras pelas quais as organizações podem melhorar a diversidade e a inclusão em diferentes contextos culturais. Stefanie explica como a priorização da diversidade pode ser benéfica para a sua empresa, explora como criar uma estratégia local ou global e compartilha exemplos do mundo real para ajudar você a entender como é uma estratégia de diversidade global na prática. Além disso, ela usa comparações para ver se as estratégias de diversidade estão funcionando e detalha abordagens para a diversidade e inclusão em diferentes cenários culturais.",Course,2019-12-01 22:35 UTC,N/A,false,N/A,
Como Dar Feedback aos Colaboradores,"Nesse curso, o escritor Todd Dewett ajuda você a identificar a melhor forma de dar feedback positivo e negativo aos funcionários. Saiba como criar uma cultura baseada em feedback efetivo, fazer coaching e dar sugestões que ajudam os funcionários a se desenvolverem. Descubra as características de feedback útil, seus diferentes tipos, conversas estruturadas e estratégias para reorientar as reações difíceis dos funcionários.",Course,2019-11-11 17:47 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-04-22 23:36 UTC,N/A,false,N/A,
Como Criar um Perfil no LinkedIn para ter Sucesso Empresarial,"Mais do que um mero cartão de visitas ou apenas um currículo on-line, o seu perfil no LinkedIn pode ajudá-lo a alcançar milhões de outros profissionais no mundo dos negócios. Mas em meio a tantas pessoas, como fazer seu perfil ganhar destaque? Neste curso, a especialista em conteúdo, Flavia Gamonar, mostra como tornar seu perfil vencedor, desde como selecionar a melhor foto, criar um resumo atrativo e convincente, destacar sua experiência profissional de forma adequada, desenvolver e aprimorar sua marca pessoal, demonstrar suas habilidades e formação acadêmica para criar um perfil poderoso e capaz de ampliar seu sucesso profissional.",Course,2019-10-11 15:42 UTC,N/A,false,N/A,
SQL Server: Formação Básica,"O curso de SQL Server 2019 - Formação Básica foi preparado para dar a você noções essenciais sobre a utilização do principal software de manipulação de banco de dados da Microsoft. Trabalharemos com os conceitos essenciais necessários para o entendimento do que é o SQL Server, faremos sua instalação e configuração,   criaremos contas de acesso ao servidor e configuraremos suas permissões de acesso. Você verá como utilizar o T-SQL, a linguagem de manipulação de dados incorporada ao SQL Server e aprenderá como fazer um backup e restaurar os dados. Aprenda como utilizar Stored Procedures, crie views e functions, utilizando o melhor SGBD (Sistema de Gerenciamento de Banco de Dados) do mercado.",Course,2022-11-02 10:24 UTC,N/A,false,N/A,
Fundamentos de Gestão de Mudanças (2018),"Mudanças são difíceis, mas necessárias para que as empresas prosperem e sobrevivam. Você - como líder ou gerente - pode ajudar a implementar novos processos e iniciativas de negócios usando a gestão de mudanças organizacionais (OCM, na sigla em inglês). Neste curso, o consultor e especialista em gestão da mudança, Bob McGannon, aborda os princípios e técnicas necessárias para impulsionar mudanças  em projetos de uma determinada área de negócios ou em toda uma organização. Ele ajuda você a preparar, gerenciar e apoiar o processo de mudança, descrevendo as cinco fases envolvidas e as oito competências necessárias para o sucesso. Bob também ajuda a entender as etapas da mudança em âmbito individual, para ajudar os membros da equipe e as partes interessadas a se adaptarem.",Course,2019-10-11 16:46 UTC,N/A,false,N/A,
Liderando Mudanças,"O curso abrange técnicas que aumentarão a probabilidade de sucesso da mudança, como antecipar resistência, criar uma visão convincente e usar a inteligência emocional para criar consenso na equipe.",Course,2019-10-14 15:22 UTC,N/A,false,N/A,
Desenvolvendo sua Filosofia de Liderança,"Se você quiser que sua equipe confie em você como líder, é importante definir sua identidade, seus valores e sua motivação para liderá-los. Neste curso, o autor e instrutor de liderança executiva Mike Figliuolo mostra como você pode obter sua filosofia de liderança de uma simples página, abrangendo quatro aspectos essenciais da liderança: liderar a si mesmo, orientar as ideias, liderar as pessoas e levar uma vida equilibrada. Aproveite os exercícios introspectivos que lhe ajudam a definir e exercer a liderança de modo autêntico, com um estilo que seja exclusivamente seu. Durante o processo, descubra como compartilhar e socializar sua visão, tomar decisões, motivar e orientar, além de manter uma visão objetiva de toda a sua vida.",Course,2019-12-01 10:42 UTC,N/A,false,N/A,
Python para Ciência de Dados: Formação Básica,"Ao usar o Python para obter o valor de dados brutos, você pode simplificar a jornada muitas vezes complexa que é transformar dados em informação. Neste curso prático com muita mão na massa, aprenda como usar o Python e as mais diversas bibliotecas utilizadas em ciência de dados hoje para preparar, coletar e visualizar dados e também a realizar diversos tipos de análise. Aprenda também a aplicar diversas técnicas supervisionadas e não-supervisionadas de machine learning, como capturar dados disponíveis na internet e também como fazer diversos tipos de visualizações.",Course,2021-10-22 00:54 UTC,N/A,false,N/A,
Como Desenvolver sua Inteligência Emocional (2020),"A inteligência emocional pode ajudar você a construir relacionamentos eficazes no trabalho. A coach executiva e psicóloga organizacional Gemma Roberts explica o que é inteligência emocional e sua importância. Ela ajudará você a se tornar mais autoconsciente, para que consiga identificar os gatilhos emocionais que podem comprometer seu desempenho. Ela também auxiliará você a conciliar suas intenções e o impacto que deseja causar, para que você possa construir relacionamentos sólidos e colaborativos.",Course,2022-08-30 11:18 UTC,N/A,false,N/A,
Excel 2016: Gestão e Análise de Dados,"Neste curso, descreveremos e aprenderemos o básico a respeito de um dos programas mais completos e versáteis da suíte do Microsoft Office disponíveis no mercado: o Excel 2016. Desta forma, seremos capazes de lidar com as mais diversificadas fórmulas, cálculos e análises, variando das mais simples às mais complexas, através de comandos num programa simples, user-friendly, disponível na maioria dos micros do mundo. Esperamos que aprenda e desfrute deste aplicativo em seu maior potencial, da maneira que mais lhe convier, e que mais lhe traga benefícios.",Course,2019-10-10 15:00 UTC,N/A,false,N/A,
